,audio_filepath,duration,text
5198,./dataset/en/clips/common_voice_en_19779502.wav,8.184,Heap hired a young Olivia Chow as his constituency office assistant.
5199,./dataset/en/clips/common_voice_en_19779503.wav,6.744,"The building, which had become a warehouse, has since been demolished."
5200,./dataset/en/clips/common_voice_en_19261278.wav,6.144,This is the worst accident in the history of theme parks.
5201,./dataset/en/clips/common_voice_en_19261279.wav,5.904,Allston pioneered America's Romantic movement of landscape painting.
5202,./dataset/en/clips/common_voice_en_19261280.wav,5.616,"Yes, I recall the case."
5203,./dataset/en/clips/common_voice_en_19261281.wav,5.184,His grave can now be found in the churchyard of Saint Luke's Church.
5204,./dataset/en/clips/common_voice_en_19261282.wav,8.424,"Paul, Minnesota to become the Minnesota Twins, Versalles came to the majors to stay."
5205,./dataset/en/clips/common_voice_en_19658496.wav,5.376,"Both changed colour, one looked white, the other red."
5206,./dataset/en/clips/common_voice_en_19658497.wav,8.112,"It flows past Halisahar, Chinsurah, Serampore, and Kamarhati."
5207,./dataset/en/clips/common_voice_en_19658498.wav,4.92,Dark Horse Comics is republishing the manga in print form.
5208,./dataset/en/clips/common_voice_en_19658499.wav,4.656,Several other characters regularly appear in recurring roles.
5209,./dataset/en/clips/common_voice_en_19658500.wav,4.8,Rancho da Saudade holds popular events.
5210,./dataset/en/clips/common_voice_en_19654926.wav,8.136,"A third innovation of the Azuchi Castle was the high central tower, or ""donjon""."
5211,./dataset/en/clips/common_voice_en_19654927.wav,6.48,Their lyrics were primarily based upon the former lives of the group's members.
5212,./dataset/en/clips/common_voice_en_19654929.wav,5.976,Social Credit ran a lackluster campaign beset by gaffes.
5213,./dataset/en/clips/common_voice_en_19654930.wav,7.128,BizTalk supports the transaction flow through the whole line from one customer to another.
5214,./dataset/en/clips/common_voice_en_19654932.wav,4.704,The latter eventually marries Elizabeth Temple.
5215,./dataset/en/clips/common_voice_en_19659465.wav,4.248,Control of air pollution can be difficult.
5216,./dataset/en/clips/common_voice_en_19659467.wav,3.912,These two were only brief appearances on screen.
5217,./dataset/en/clips/common_voice_en_19659469.wav,3.792,Set in a world analogous to the Byzantine Empire.
5218,./dataset/en/clips/common_voice_en_19659471.wav,6.12,"They are playing against Stan Laurel, Oliver Hardy, Harpo Marx, and Charlie Chaplin."
5219,./dataset/en/clips/common_voice_en_19659472.wav,4.248,It is an important component of dipterocarp forests.
5220,./dataset/en/clips/common_voice_en_19705498.wav,6.12,She takes a position in the village as a school teacher.
5221,./dataset/en/clips/common_voice_en_19705499.wav,8.208,"It was started by Sivasri Trust, a small non-profit organization, in Bangalore, India."
5222,./dataset/en/clips/common_voice_en_19705500.wav,5.784,High winds at White Sands reduced visibility and delayed the landing by a day.
5223,./dataset/en/clips/common_voice_en_19705501.wav,8.472,"Many tracks feature strong echo and reverb, taking influence from dub and reggae."
5224,./dataset/en/clips/common_voice_en_19705502.wav,5.088,He also holds two honorary doctorates.
5225,./dataset/en/clips/common_voice_en_18800568.wav,6.648,The no-honours policy of successive Canadian governments has been in effect ever since.
5226,./dataset/en/clips/common_voice_en_18800569.wav,6.552,"It is usually performed backwards, although some skaters have performed it forwards in competition."
5227,./dataset/en/clips/common_voice_en_18800570.wav,4.032,The church was later removed once and rebuilt.
5228,./dataset/en/clips/common_voice_en_18800571.wav,5.688,He was also voted the most popular player on the team by its fans.
5229,./dataset/en/clips/common_voice_en_18800572.wav,4.152,His early education was in the Kongo language.
5230,./dataset/en/clips/common_voice_en_18624576.wav,3.768,I doubt if he expects much of the old world.
5231,./dataset/en/clips/common_voice_en_18624578.wav,3.408,"I hope I was not the trouble, guardian?"
5232,./dataset/en/clips/common_voice_en_18624579.wav,3.984,I had extensive surgery at a young age.
5233,./dataset/en/clips/common_voice_en_19516167.wav,6.672,The character of Jack Aubrey is drawn from the character in the novels.
5234,./dataset/en/clips/common_voice_en_19516168.wav,5.76,The fundamental concept of his model is called the Zero Moment Point.
5235,./dataset/en/clips/common_voice_en_19516170.wav,5.76,"Her debut album titled ""Manilyn"" earned a platinum award."
5236,./dataset/en/clips/common_voice_en_19516171.wav,4.488,The Tatra truck company is based here.
5237,./dataset/en/clips/common_voice_en_19516172.wav,5.424,Beasley is currently doing advising work for the Abu Dhabi government.
5238,./dataset/en/clips/common_voice_en_19707334.wav,6.192,Support protocols provide services to a system.
5239,./dataset/en/clips/common_voice_en_19707335.wav,7.248,"Lord Moray, a Protestant, opposes the marriage, but Mary ignores him."
5240,./dataset/en/clips/common_voice_en_19707336.wav,7.632,Provenzano was the past chair of the Northern Ontario Liberal caucus.
5241,./dataset/en/clips/common_voice_en_19707337.wav,8.52,The project concludes with a Broadway-themed revue at The Tampa Bay Performing Arts Center.
5242,./dataset/en/clips/common_voice_en_19707338.wav,6.864,"Carr was born in Exmouth, Devon, while Johnson was born in Surbiton, Surrey."
5243,./dataset/en/clips/common_voice_en_20051795.wav,4.92,Their plan was perfect- except for the map.
5244,./dataset/en/clips/common_voice_en_20051796.wav,6.792,Deibel ran as the party's candidate in Thunder Bay-Atikokan.
5245,./dataset/en/clips/common_voice_en_20051797.wav,7.128,"My parents are Azerbaijanis, and grandparents were originally from Baku."
5246,./dataset/en/clips/common_voice_en_20051798.wav,7.464,He briefly joined Quicksilver Messenger Service and also appeared with the Jerry Garcia Band.
5247,./dataset/en/clips/common_voice_en_20051799.wav,5.808,'I Love My Rooster' was Top Ten as far as I was concerned.
5248,./dataset/en/clips/common_voice_en_18663936.wav,4.848,"“Bob’s got to go to town tonight,” he added, turning to me."
5249,./dataset/en/clips/common_voice_en_18663937.wav,3.984,He has been so short a time with you.
5250,./dataset/en/clips/common_voice_en_18663938.wav,3.288,I was in a fraternity in college.
5251,./dataset/en/clips/common_voice_en_18663939.wav,3.792,The Knave shook his head sadly.
5252,./dataset/en/clips/common_voice_en_18663940.wav,3.456,With research we can eliminate cancer.
5253,./dataset/en/clips/common_voice_en_19144971.wav,3.768,Little is known about Saint Evaristus.
5254,./dataset/en/clips/common_voice_en_19144972.wav,3.096,This upsets him greatly.
5255,./dataset/en/clips/common_voice_en_19144973.wav,4.032,He was an internationally renowned eye surgeon.
5256,./dataset/en/clips/common_voice_en_19144974.wav,6.456,"Thus he can claim to be the first genuinely ""international"" Test umpire."
5257,./dataset/en/clips/common_voice_en_19144975.wav,6.48,Tico is represented as a puppet manipulated by Celia Vioque.
5258,./dataset/en/clips/common_voice_en_18731447.wav,5.616,"Telnet is a client-server protocol, based on a reliable connection-oriented transport."
5259,./dataset/en/clips/common_voice_en_18731449.wav,6.576,Casement and Sterhl encountered Confederate cavalry and pushed it back after a short fight.
5260,./dataset/en/clips/common_voice_en_18731450.wav,4.944,Vernon was named after George Washington's Mount Vernon estate.
5261,./dataset/en/clips/common_voice_en_18731451.wav,3.024,"The Hungarian name for dill is ""kapor""."
5262,./dataset/en/clips/common_voice_en_18731452.wav,5.064,Geh is a former student of Methodist Girls' School and Anglo-Chinese School.
5263,./dataset/en/clips/common_voice_en_19086346.wav,4.584,This causes Bond to leave England.
5264,./dataset/en/clips/common_voice_en_19086347.wav,5.544,History is similarly controversial.
5265,./dataset/en/clips/common_voice_en_19086348.wav,6.144,Paine's conversational style draws the reader into the text.
5266,./dataset/en/clips/common_voice_en_19086349.wav,5.544,He also built a skating rink and park behind his brewery.
5267,./dataset/en/clips/common_voice_en_19086350.wav,7.656,The rebooted newscasts initially did not employ any on-air reporters.
5268,./dataset/en/clips/common_voice_en_20038260.wav,9.432,An engraved block of sandstone near the summit commemorates the conception of Victor Hugo.
5269,./dataset/en/clips/common_voice_en_20038261.wav,7.368,An area of covered terracing was added alongside the seated stands.
5270,./dataset/en/clips/common_voice_en_20038262.wav,7.032,The group appeared on several compilations over the years in New Zealand.
5271,./dataset/en/clips/common_voice_en_20038263.wav,3.648,Later it was on the southwest corner.
5272,./dataset/en/clips/common_voice_en_20038264.wav,4.968,The district encompasses less than a quarter of the state.
5273,./dataset/en/clips/common_voice_en_20066822.wav,6.0,"I always go early, — I do, truly!"
5274,./dataset/en/clips/common_voice_en_20066823.wav,8.04,Critics argued that the amount of data was considered unusually low for residential internet.
5275,./dataset/en/clips/common_voice_en_20066824.wav,6.096,"Subsequently, he entered the cavalry school at Saumur."
5276,./dataset/en/clips/common_voice_en_20066825.wav,7.944,After leaving Oxford he took a mastership at Rugby School under Archibald Campbell Tait.
5277,./dataset/en/clips/common_voice_en_20066826.wav,8.448,Belarus signed the agreement the following October while Uzbekistan has yet to sign it.
5278,./dataset/en/clips/common_voice_en_18856521.wav,7.704,This area is currently grouped with Laleham for all local elections.
5279,./dataset/en/clips/common_voice_en_18856522.wav,6.504,This was done mainly due to the sheer amount of recycled questions every year.
5280,./dataset/en/clips/common_voice_en_18856523.wav,8.136,He failed to dislodge regular shot stopper Danny Coyne and understudy Steve Croudson.
5281,./dataset/en/clips/common_voice_en_18856524.wav,5.904,He was the founder and benefactor of schools and churches.
5282,./dataset/en/clips/common_voice_en_18856525.wav,5.424,"In the following year, the club won again the state championship."
5283,./dataset/en/clips/common_voice_en_19874118.wav,5.328,"Alternately, the term is used to describe the central United States."
5284,./dataset/en/clips/common_voice_en_19874119.wav,5.28,"It travels a half block south, and crosses Independence Avenue."
5285,./dataset/en/clips/common_voice_en_19874120.wav,5.664,Amaterasu fled to the heavenly cave Amano-Iwato.
5286,./dataset/en/clips/common_voice_en_19874121.wav,5.352,"The suspects in the first case were never tried, for lack of evidence."
5287,./dataset/en/clips/common_voice_en_19874122.wav,3.768,The signalbox was repaired and returned to service.
5288,./dataset/en/clips/common_voice_en_203246.wav,6.264,I was so dissapointed.
5289,./dataset/en/clips/common_voice_en_18652847.wav,4.992,How many racing circuits have you raced on?
5290,./dataset/en/clips/common_voice_en_18652849.wav,4.656,It is the best you can do for everybody's sake.
5291,./dataset/en/clips/common_voice_en_18652850.wav,5.52,Teachers are a source of wisdom for the next generation.
5292,./dataset/en/clips/common_voice_en_18652852.wav,4.512,My first Deep Learning library was Theano.
5293,./dataset/en/clips/common_voice_en_19626301.wav,4.344,The petioles are ovate or elleptical.
5294,./dataset/en/clips/common_voice_en_19626302.wav,7.8,The funeral of Queen Maud the following year first brought Berggrav international attention.
5295,./dataset/en/clips/common_voice_en_19626304.wav,6.792,"""Who's Who"" lists a large number of voluntary and philanthropic roles she has undertaken."
5296,./dataset/en/clips/common_voice_en_19626305.wav,4.608,Early reliability has proven to be excellent.
5297,./dataset/en/clips/common_voice_en_585921.wav,10.464,The major shortcoming of my simple approach is that it doesn't work well with small click targets.
5298,./dataset/en/clips/common_voice_en_19668091.wav,5.352,Brantley Smith was the original drummer for the band.
5299,./dataset/en/clips/common_voice_en_19668092.wav,5.76,A title fight against Baer comes his way.
5300,./dataset/en/clips/common_voice_en_19668093.wav,8.904,"Members of the species ""Portia africana"" were observed living together and sharing prey."
5301,./dataset/en/clips/common_voice_en_19668094.wav,10.2,"The neighbouring ridings are Saint-Jean, Shefford, Richmond-Arthabaska, and Compton-Stanstead."
5302,./dataset/en/clips/common_voice_en_19668095.wav,4.272,Adele shook her head and smiled.
5303,./dataset/en/clips/common_voice_en_19502589.wav,4.464,It is often used disparagingly.
5304,./dataset/en/clips/common_voice_en_19502590.wav,5.784,"Aces cannot be placed over kings, however, and vice versa."
5305,./dataset/en/clips/common_voice_en_19502592.wav,8.256,"He is the brother of Peter Jensen, the former Anglican Archbishop of Sydney."
5306,./dataset/en/clips/common_voice_en_19502595.wav,3.576,"Who is this, please?"
5307,./dataset/en/clips/common_voice_en_19502597.wav,4.584,"I wanted to retire, but the tabloids wouldn't let me."
5308,./dataset/en/clips/common_voice_en_19244987.wav,4.776,I spent so many happy months there!
5309,./dataset/en/clips/common_voice_en_19244988.wav,4.296,"She pressed his fingers, feeling a slight fear."
5310,./dataset/en/clips/common_voice_en_19244989.wav,4.824,And still she preserved John Field’s Bible.
5311,./dataset/en/clips/common_voice_en_19244990.wav,2.976,"Well, I'll be hurrying on."
5312,./dataset/en/clips/common_voice_en_19244991.wav,3.984,"Play games, till it's cooler."
5313,./dataset/en/clips/common_voice_en_19715587.wav,5.904,Thirty-eight homes were also destroyed.
5314,./dataset/en/clips/common_voice_en_19715588.wav,4.464,The series is also on YouTube.
5315,./dataset/en/clips/common_voice_en_19715589.wav,6.744,It was Tibbetts' love for public service that first attracted him to politics.
5316,./dataset/en/clips/common_voice_en_19715590.wav,7.536,The race started with Senna on pole position and Prost alongside him.
5317,./dataset/en/clips/common_voice_en_19715591.wav,5.784,Prison was preceded by a different form of public spectacle.
5318,./dataset/en/clips/common_voice_en_578382.wav,5.136,Can you search Miracle in the Rain?
5319,./dataset/en/clips/common_voice_en_578383.wav,5.304,add a tune to my rock hard playlist
5320,./dataset/en/clips/common_voice_en_18508871.wav,3.024,Ron's looking a bit peaky.
5321,./dataset/en/clips/common_voice_en_18572916.wav,4.464,‘And washing?’ said the Mock Turtle.
5322,./dataset/en/clips/common_voice_en_18572917.wav,3.744,"She was a good, good woman!"
5323,./dataset/en/clips/common_voice_en_19666179.wav,6.72,Some individuals identified as more than one race.
5324,./dataset/en/clips/common_voice_en_19666188.wav,5.352,Kushner's first books were five Choose Your Own Adventure gamebooks.
5325,./dataset/en/clips/common_voice_en_19666189.wav,5.712,"Similarly, spectrin plays a role in ""Drosophila"" neurons."
5326,./dataset/en/clips/common_voice_en_19666196.wav,7.176,Many Planet Dog Records releases were re-released in the United States on Mammoth Records.
5327,./dataset/en/clips/common_voice_en_18779193.wav,6.504,"The title song, ""Don Dada"" was a reply to many jabs made by Ninjaman."
5328,./dataset/en/clips/common_voice_en_18779194.wav,5.496,In such cases it is necessary to apply the Transfer-matrix method.
5329,./dataset/en/clips/common_voice_en_18779195.wav,6.624,When he meets Boccanegra he does not inform him of Maria's death.
5330,./dataset/en/clips/common_voice_en_18779196.wav,5.784,Generally the risks are very low if there are no other risk factors.
5331,./dataset/en/clips/common_voice_en_18779197.wav,8.136,"In any case, once these proceedings are complete, the temporary order is automatically vacated."
5332,./dataset/en/clips/common_voice_en_17740399.wav,4.176,Seventeen gardeners are working this afternoon.
5333,./dataset/en/clips/common_voice_en_19659423.wav,7.152,"More specifically, timba differs from salsa in orchestration and arrangement."
5334,./dataset/en/clips/common_voice_en_19659424.wav,6.84,"Those arms, however, are not continuous and have a segmented structure."
5335,./dataset/en/clips/common_voice_en_19659425.wav,7.536,"The system shell was extensible, making it possible to define new commands."
5336,./dataset/en/clips/common_voice_en_19659426.wav,6.24,"After the Restoration he returned to England, and was well received at court."
5337,./dataset/en/clips/common_voice_en_19659427.wav,6.72,"The town blossomed into an agricultural, social, and political hot spot."
5338,./dataset/en/clips/common_voice_en_18984648.wav,6.648,Lichtenberg figures are now known to be examples of fractals.
5339,./dataset/en/clips/common_voice_en_18984649.wav,8.352,The hijackers learned about this-possibly from the radio-causing Mahmud to threaten to kill Schumann.
5340,./dataset/en/clips/common_voice_en_18984650.wav,5.16,The Mighty Sound of the South Band is the university's band.
5341,./dataset/en/clips/common_voice_en_18984651.wav,7.152,A pluggable macro architecture allows for even more extensibility and flexibility.
5342,./dataset/en/clips/common_voice_en_18984652.wav,4.536,Sign languages vary in word-order typology.
5343,./dataset/en/clips/common_voice_en_19685100.wav,7.896,Hokey pokey is the New Zealand term for honeycomb toffee.
5344,./dataset/en/clips/common_voice_en_19685101.wav,5.688,Each mount's guns were to be automatically controlled by radar.
5345,./dataset/en/clips/common_voice_en_19685102.wav,6.96,"At the time, Cooper described ""Zipper Catches Skin"" as ""totally kill."
5346,./dataset/en/clips/common_voice_en_19685103.wav,6.672,Her sister Barbara Whitney Carr is president of the Chicago Horticultural Society.
5347,./dataset/en/clips/common_voice_en_19685104.wav,5.112,Pasilla are used especially in sauces.
5348,./dataset/en/clips/common_voice_en_19895875.wav,4.224,The Village has a City Manager form of government.
5349,./dataset/en/clips/common_voice_en_19895876.wav,4.344,The acorn matures at the end of its second season.
5350,./dataset/en/clips/common_voice_en_19895877.wav,5.064,The Icod Public Library has returned to its original venue.
5351,./dataset/en/clips/common_voice_en_19895878.wav,5.904,"Carinus led the larger force, but the loyalty of this army was definitely questionable."
5352,./dataset/en/clips/common_voice_en_19895879.wav,5.136,"Corysta refuses, and the Matres take the Phibian child away."
5353,./dataset/en/clips/common_voice_en_11871930.wav,3.96,Wisdom is neither inheritance nor a legacy.
5354,./dataset/en/clips/common_voice_en_19607051.wav,4.728,He went and got some dinner.
5355,./dataset/en/clips/common_voice_en_19607052.wav,9.504,"By this, Ken Arok was motivated to murder and usurped Tunggul Ametung."
5356,./dataset/en/clips/common_voice_en_19607053.wav,7.872,"After leaving school, Cole returned his focus to music; in particular, jazz."
5357,./dataset/en/clips/common_voice_en_19607054.wav,7.824,"Also, The Hague had been for many years an Orangist stronghold."
5358,./dataset/en/clips/common_voice_en_19607055.wav,5.112,I love the Philippines - and for this...
5359,./dataset/en/clips/common_voice_en_19665811.wav,9.504,"Kitamura fires his five available torpedoes at ""Repulse"", but misses."
5360,./dataset/en/clips/common_voice_en_19665812.wav,8.04,Most others were buried in graveyards again divided by social status.
5361,./dataset/en/clips/common_voice_en_19665813.wav,6.264,Fox Bay is also a customs entry point for West Falkland.
5362,./dataset/en/clips/common_voice_en_19665814.wav,6.984,"Other facilities include car parking, a cafe and public toilets."
5363,./dataset/en/clips/common_voice_en_19665815.wav,9.576,"Swinburne wrote about many taboo topics, such as lesbianism, cannibalism, sado-masochism, and anti-theism."
5364,./dataset/en/clips/common_voice_en_19766584.wav,8.28,The Agency publishes news in both Arabic and English.
5365,./dataset/en/clips/common_voice_en_19766585.wav,6.312,Many of these designers also design shareware or commercial fonts as well.
5366,./dataset/en/clips/common_voice_en_19766586.wav,8.208,Optokinetics generally are used as a cross-check on abnormal responses to oculomotor tests.
5367,./dataset/en/clips/common_voice_en_19766587.wav,5.616,The club was reformed again after the war and rejoined the Mid-Essex League.
5368,./dataset/en/clips/common_voice_en_19766589.wav,3.792,It seemed to me that he was up against it.
5369,./dataset/en/clips/common_voice_en_19820579.wav,6.888,Rates were almost three times higher for black populations than for white populations.
5370,./dataset/en/clips/common_voice_en_19820580.wav,5.784,It is one of two communities associated with sea-bird cliffs.
5371,./dataset/en/clips/common_voice_en_19820581.wav,6.432,The types of aircraft used include fixed-wing aircraft and helicopters.
5372,./dataset/en/clips/common_voice_en_19820582.wav,7.392,Most summer rainfall occurs during thunderstorms and a very occasional tropical system.
5373,./dataset/en/clips/common_voice_en_19820583.wav,7.656,"The surface of the paving is made with Canterbury, Coromandel and Golden Bay stone."
5374,./dataset/en/clips/common_voice_en_19726610.wav,6.864,"Originally named Norton Field House, it was renamed after Hutton."
5375,./dataset/en/clips/common_voice_en_19726611.wav,6.48,The area of Arnedo has been inhabited as early as the Neolithic Age.
5376,./dataset/en/clips/common_voice_en_19726612.wav,5.328,"From there, it came into use as a given name."
5377,./dataset/en/clips/common_voice_en_19726613.wav,6.672,The city of Chernivtsi has a lot of architecturally important buildings.
5378,./dataset/en/clips/common_voice_en_19726614.wav,3.36,It'll be cool.
5379,./dataset/en/clips/common_voice_en_19602740.wav,7.224,Two bridges and a dam cross the river frontier.
5380,./dataset/en/clips/common_voice_en_19602745.wav,7.848,"He also played for the Pittsburgh Steelers, New York Jets, and Philadelphia Eagles."
5381,./dataset/en/clips/common_voice_en_19602747.wav,6.264,Channel stuffing has a number of long-term consequences for a company.
5382,./dataset/en/clips/common_voice_en_19602748.wav,8.712,The programme's first presenters were political editor Jim Dougal and reporter Yvette Shapiro.
5383,./dataset/en/clips/common_voice_en_19602749.wav,5.4,The North American release took place the following January.
5384,./dataset/en/clips/common_voice_en_19366568.wav,8.784,"Williams Engineering and Computational Sciences Building, and the new Systems Research Building."
5385,./dataset/en/clips/common_voice_en_19366569.wav,9.864,"Rifkind was, subsequently, decorated by the non-communist democratic Polish Government for his support."
5386,./dataset/en/clips/common_voice_en_19366570.wav,8.064,"""The New York Times"" expressed concern that Indonesia's cheap labour advantage might be lost."
5387,./dataset/en/clips/common_voice_en_19366571.wav,6.696,"In order to promote public use, construction of roads and rest houses is permitted."
5388,./dataset/en/clips/common_voice_en_19366572.wav,9.216,Silberschlag is bowl-shaped and is joined at the northern rim by a small ridge.
5389,./dataset/en/clips/common_voice_en_19675543.wav,9.24,"It is named for the petroleum company, Denver Productions."
5390,./dataset/en/clips/common_voice_en_19675551.wav,6.336,The station's mezzanines are located over the platforms.
5391,./dataset/en/clips/common_voice_en_19675609.wav,7.704,"His ""History of Greece"" was translated into modern Greek."
5392,./dataset/en/clips/common_voice_en_19675611.wav,8.664,The way that consumers perceive and use town centres has also fundamentally changed.
5393,./dataset/en/clips/common_voice_en_19675612.wav,2.448,Good to see ya!
5394,./dataset/en/clips/common_voice_en_19558960.wav,5.136,It is among the cities with the most construction in South-east Europe.
5395,./dataset/en/clips/common_voice_en_19558961.wav,4.344,New banknotes are being printed in New Zealand at the moment.
5396,./dataset/en/clips/common_voice_en_19558962.wav,3.744,They compete in the Stroud and District League.
5397,./dataset/en/clips/common_voice_en_19558963.wav,5.736,These factors eventually began to impact the operating system's efficiency and stability.
5398,./dataset/en/clips/common_voice_en_19558964.wav,5.304,"In addition, extending the Hagen number to a general form will be presented."
5399,./dataset/en/clips/common_voice_en_31139.wav,3.312,About three hundred thousand.
5400,./dataset/en/clips/common_voice_en_20024117.wav,5.232,"This was criticised as being ""crazy""."
5401,./dataset/en/clips/common_voice_en_20024118.wav,5.496,"However, it also acquired the entire Yanks old roster."
5402,./dataset/en/clips/common_voice_en_20024119.wav,6.0,The bonnet provides a leakproof closure for the valve body.
5403,./dataset/en/clips/common_voice_en_20024121.wav,5.784,"Placing the components comes first, then routing the connections between the components."
5404,./dataset/en/clips/common_voice_en_20024125.wav,5.208,"Principal cities include: Middletown, New Haven, and Stratford."
5405,./dataset/en/clips/common_voice_en_19686653.wav,6.168,"King has been diagnosed with celiac sprue, an intolerance to gluten."
5406,./dataset/en/clips/common_voice_en_19686654.wav,6.984,Fireplane used for smaller servers and workstations is optimised for their single domain performance.
5407,./dataset/en/clips/common_voice_en_19686655.wav,7.128,"After defeating Paul Orndorff, Paul Roma came out to ringside and attacked Watts."
5408,./dataset/en/clips/common_voice_en_19686656.wav,8.592,"Most is strongly deformed, but least-deformed areas show a relict porphyritic to equigranular texture."
5409,./dataset/en/clips/common_voice_en_19686657.wav,7.416,The Austrian military commander called on his subordinates to recognize the Rada as well.
5410,./dataset/en/clips/common_voice_en_575486.wav,4.248,Don't you remember the home I promised you?
5411,./dataset/en/clips/common_voice_en_17738691.wav,5.592,What assurances do I have that you'll keep my name out of your story?
5412,./dataset/en/clips/common_voice_en_20051299.wav,6.36,Jefferson College is a two-year institution that serves the greater Jefferson County area.
5413,./dataset/en/clips/common_voice_en_20051300.wav,4.584,"Later, supplementary bays were added to both naves."
5414,./dataset/en/clips/common_voice_en_20051301.wav,3.456,It was designed by Steve Kenson.
5415,./dataset/en/clips/common_voice_en_20051302.wav,7.488,"Even Mendinho, author of a single song, has been acclaimed as a master poet."
5416,./dataset/en/clips/common_voice_en_20051303.wav,6.264,"The ""Oracle"" was an early member of the Underground Press Syndicate."
5417,./dataset/en/clips/common_voice_en_19112538.wav,8.112,The airline also has an agreement on selected routes flown by Air Philippines.
5418,./dataset/en/clips/common_voice_en_19112539.wav,5.952,The music was written by Vic Mizzy and the lyrics by Manny Curtis.
5419,./dataset/en/clips/common_voice_en_19112540.wav,9.672,"The following variations of ""Grim Grinning Ghosts"" can be heard in these attractions."
5420,./dataset/en/clips/common_voice_en_19112541.wav,7.968,Jungjong is also known for appointing Jang Geum as one of his personal doctors.
5421,./dataset/en/clips/common_voice_en_19112542.wav,6.48,"People from Myanmar or Burmese, have no family names."
5422,./dataset/en/clips/common_voice_en_19708903.wav,4.104,The agricultural sector is modest.
5423,./dataset/en/clips/common_voice_en_19708906.wav,8.112,"Their seventh studio album ""American Idiot"" reignited the band's popularity with a younger generation."
5424,./dataset/en/clips/common_voice_en_19708951.wav,6.48,There is nothing in this to suggest determinism in Russell's sense.
5425,./dataset/en/clips/common_voice_en_19708954.wav,8.304,"He used, for example, factor analysis, a statistical method, to support his personality model."
5426,./dataset/en/clips/common_voice_en_19708955.wav,7.368,"Germanos was born in Dimitsana, northwestern Arcadia, Peloponnese."
5427,./dataset/en/clips/common_voice_en_801536.wav,6.72,I'm going with Clara to buy some pillows and bolsters.
5428,./dataset/en/clips/common_voice_en_801537.wav,8.256,The hull husk and the full in plenty Virtue is the highest good
5429,./dataset/en/clips/common_voice_en_20048370.wav,7.128,There is tentative evidence that it may be useful for painful diabetic neuropathy.
5430,./dataset/en/clips/common_voice_en_20048371.wav,6.384,Bonnie Burke Himmelman is the current president.
5431,./dataset/en/clips/common_voice_en_20048372.wav,5.928,The building is immediately razed and all workers are laid off.
5432,./dataset/en/clips/common_voice_en_20048373.wav,6.696,It is one of the geographical divisions used by the Society for Creative Anachronism.
5433,./dataset/en/clips/common_voice_en_20048374.wav,7.104,"At the time, it was thought likely that the post would be abolished altogether."
5434,./dataset/en/clips/common_voice_en_601291.wav,2.04,Let me touch you!
5435,./dataset/en/clips/common_voice_en_19647992.wav,6.456,"Meanwhile, in the sixth talhamare is another pillar of the same size."
5436,./dataset/en/clips/common_voice_en_19647993.wav,4.728,He is a previous President of the American Chess Foundation.
5437,./dataset/en/clips/common_voice_en_19647994.wav,4.272,His images and cartouches were also erased.
5438,./dataset/en/clips/common_voice_en_19647995.wav,4.872,The cards depict band members in surrealistic tableau.
5439,./dataset/en/clips/common_voice_en_19647996.wav,6.336,Burradon is in the parliamentary constituency of Berwick-upon-Tweed.
5440,./dataset/en/clips/common_voice_en_496586.wav,7.464,"But it sounds like it won't be fixed until the consumer version, which doesn't have a release date yet."
5441,./dataset/en/clips/common_voice_en_496590.wav,3.912,Play New World on groove shark
5442,./dataset/en/clips/common_voice_en_496591.wav,5.208,Conscience does make cowards of us all
5443,./dataset/en/clips/common_voice_en_18671965.wav,6.6,"Eight airport bus lines serve the airport, providing rapid links to various destinations."
5444,./dataset/en/clips/common_voice_en_18671966.wav,3.624,Taruffi had averaged before he retired.
5445,./dataset/en/clips/common_voice_en_18671967.wav,6.504,Further the Hessian matrix of second derivatives will have both positive and negative eigenvalues.
5446,./dataset/en/clips/common_voice_en_18671968.wav,4.512,Subsequently he served with the army of occupation in France.
5447,./dataset/en/clips/common_voice_en_18671969.wav,6.144,Success was immediate with Jody Scheckter taking victory at the season's opening race.
5448,./dataset/en/clips/common_voice_en_19479.wav,3.336,Don't give us that ethics stuff.
5449,./dataset/en/clips/common_voice_en_19006923.wav,5.016,Berlinger lives with his wife and daughters in New York City.
5450,./dataset/en/clips/common_voice_en_19006924.wav,5.568,"All such manifolds are prime, orientable, and closed."
5451,./dataset/en/clips/common_voice_en_19006925.wav,5.208,"With its completion, traditional ferry service was eliminated."
5452,./dataset/en/clips/common_voice_en_19006926.wav,5.208,Koko's most notable characteristic is his sixth sense.
5453,./dataset/en/clips/common_voice_en_19006927.wav,2.712,It's a fact.
5454,./dataset/en/clips/common_voice_en_18658414.wav,6.672,Somebody always does it for me.
5455,./dataset/en/clips/common_voice_en_18658415.wav,3.816,I thought you said something.
5456,./dataset/en/clips/common_voice_en_18658416.wav,4.848,At the entrance from the corridor a porter barred the way.
5457,./dataset/en/clips/common_voice_en_18658417.wav,4.728,The inhabitants of the island recycle most of their waste.
5458,./dataset/en/clips/common_voice_en_19664498.wav,5.904,"Grimaldi's mother was in the cast, appearing as the Butcher's Wife."
5459,./dataset/en/clips/common_voice_en_19664501.wav,6.624,"Her keel was laid down at the Vosper Thornycroft shipyard in Southampton, England."
5460,./dataset/en/clips/common_voice_en_19664503.wav,4.656,She signed a four-year contract with her alma mater.
